"Statistic Label","Year","Commodity Group","UNIT","VALUE"
"Harmonised Index of Consumer Prices","2013","Hairdressing salons and personal grooming establishments (COICOP 12.1.1)","Base 2015=100","98.1"
"Harmonised Index of Consumer Prices","2013","Electrical appliances for personal care; other appliances, articles and products for personal care (COICOP 12.1.2_3)","Base 2015=100","105.6"
"Harmonised Index of Consumer Prices","2013","Personal effects n.e.c. (COICOP 12.3)","Base 2015=100","117.7"
"Harmonised Index of Consumer Prices","2013","Jewellery, clocks and watches (COICOP 12.3.1)","Base 2015=100","104.6"
"Harmonised Index of Consumer Prices","2013","Other personal effects (COICOP 12.3.2)","Base 2015=100","128.6"
"Harmonised Index of Consumer Prices","2013","Social protection (COICOP 12.4)","Base 2015=100","97.7"
"Harmonised Index of Consumer Prices","2013","Insurance (COICOP 12.5)","Base 2015=100","86"
"Harmonised Index of Consumer Prices","2013","Insurance connected with the dwelling (COICOP 12.5.2)","Base 2015=100","101.1"
"Harmonised Index of Consumer Prices","2013","Insurance connected with health (COICOP 12.5.3)","Base 2015=100","93.1"
"Harmonised Index of Consumer Prices","2013","Insurance connected with transport (COICOP 12.5.4)","Base 2015=100","78.9"
"Harmonised Index of Consumer Prices","2013","Other insurance (COICOP 12.5.5)","Base 2015=100",""
"Harmonised Index of Consumer Prices","2013","Financial services n.e.c. (COICOP 12.6)","Base 2015=100","89.8"
"Harmonised Index of Consumer Prices","2013","Other services n.e.c. (COICOP 12.7)","Base 2015=100","97.4"
"Harmonised Index of Consumer Prices","2013","Unprocessed food","Base 2015=100","106"
"Harmonised Index of Consumer Prices","2013","Non-energy industrial goods","Base 2015=100","105.2"
"Harmonised Index of Consumer Prices","2013","Energy","Base 2015=100","110.5"
"Harmonised Index of Consumer Prices","2013","Energy and unprocessed food","Base 2015=100","108.9"
"Harmonised Index of Consumer Prices","2013","HICP All items excluding energy","Base 2015=100","98.5"
"Harmonised Index of Consumer Prices","2013","HICP All items excluding energy and unprocessed food","Base 2015=100","98"
"Harmonised Index of Consumer Prices","2013","HICP All items excluding housing, water, electricity, gas and other fuels","Base 2015=100","101.2"
"Harmonised Index of Consumer Prices","2014","All-items HICP (COICOP 00)","Base 2015=100","100"
"Harmonised Index of Consumer Prices","2014","Food and non-alcoholic beverages (COICOP 01)","Base 2015=100","102.2"
"Harmonised Index of Consumer Prices","2014","Food (COICOP 01.1)","Base 2015=100","102.2"
"Harmonised Index of Consumer Prices","2014","Bread and cereals (COICOP 01.1.1)","Base 2015=100","102.6"
"Harmonised Index of Consumer Prices","2014","Meat (COICOP 01.1.2)","Base 2015=100","102.6"
"Harmonised Index of Consumer Prices","2014","Fish and seafood (COICOP 01.1.3)","Base 2015=100","101.9"
"Harmonised Index of Consumer Prices","2014","Milk, cheese and eggs (COICOP 01.1.4)","Base 2015=100","101.7"
"Harmonised Index of Consumer Prices","2014","Oils and fats (COICOP 01.1.5)","Base 2015=100","100.7"
"Harmonised Index of Consumer Prices","2014","Fruit (COICOP 01.1.6)","Base 2015=100","102.8"
"Harmonised Index of Consumer Prices","2014","Vegetables (COICOP 01.1.7)","Base 2015=100","102.5"
"Harmonised Index of Consumer Prices","2014","Sugar, jam, honey, chocolate and confectionery (COICOP 01.1.8)","Base 2015=100","101.9"
"Harmonised Index of Consumer Prices","2014","Food products n.e.c. (COICOP 01.1.9)","Base 2015=100","101.1"
"Harmonised Index of Consumer Prices","2014","Non-alcoholic beverages (COICOP 01.2)","Base 2015=100","101.8"
"Harmonised Index of Consumer Prices","2014","Coffee, tea and cocoa (COICOP 01.2.1)","Base 2015=100","100.9"
"Harmonised Index of Consumer Prices","2014","Mineral waters, soft drinks, fruit and vegetable juices (COICOP 01.2.2)","Base 2015=100","102.1"
"Harmonised Index of Consumer Prices","2014","Alcoholic beverages, tobacco and narcotics (COICOP 02)","Base 2015=100","99.6"
"Harmonised Index of Consumer Prices","2014","Alcoholic beverages (COICOP 02.1)","Base 2015=100","103.5"
"Harmonised Index of Consumer Prices","2014","Spirits (COICOP 02.1.1)","Base 2015=100","101.3"
"Harmonised Index of Consumer Prices","2014","Wine (COICOP 02.1.2)","Base 2015=100","104.1"
"Harmonised Index of Consumer Prices","2014","Beer (COICOP 02.1.3)","Base 2015=100","103.3"
"Harmonised Index of Consumer Prices","2014","Tobacco (COICOP 02.2)","Base 2015=100","95.3"
"Harmonised Index of Consumer Prices","2014","Clothing and footwear (COICOP 03)","Base 2015=100","103.9"
"Harmonised Index of Consumer Prices","2014","Clothing (COICOP 03.1)","Base 2015=100","104.2"
"Harmonised Index of Consumer Prices","2014","Clothing materials (COICOP 03.1.1)","Base 2015=100",""
"Harmonised Index of Consumer Prices","2014","Garments (COICOP 03.1.2)","Base 2015=100","104.5"
"Harmonised Index of Consumer Prices","2014","Other articles of clothing and clothing accessories (COICOP 03.1.3)","Base 2015=100","98.8"
"Harmonised Index of Consumer Prices","2014","Cleaning, repair and hire of clothing (COICOP 03.1.4)","Base 2015=100","99.7"
"Harmonised Index of Consumer Prices","2014","Footwear (COICOP 03.2)","Base 2015=100","102.8"
"Harmonised Index of Consumer Prices","2014","Housing, water, electricity, gas and other fuels (COICOP 04)","Base 2015=100","94.8"
"Harmonised Index of Consumer Prices","2014","Actual rentals for housing (COICOP 04.1)","Base 2015=100","92.4"
"Harmonised Index of Consumer Prices","2014","Maintenance and repair of the dwelling (COICOP 04.3)","Base 2015=100","98"
"Harmonised Index of Consumer Prices","2014","Materials for the maintenance and repair of the dwelling (COICOP 04.3.1)","Base 2015=100","100.2"
"Harmonised Index of Consumer Prices","2014","Services for the maintenance and repair of the dwelling (COICOP 04.3.2)","Base 2015=100","96.6"
"Harmonised Index of Consumer Prices","2014","Water supply and miscellaneous services relating to the dwelling (COICOP 04.4)","Base 2015=100","57.3"
"Harmonised Index of Consumer Prices","2014","Water supply (COICOP 04.4.1)","Base 2015=100","36.4"
"Harmonised Index of Consumer Prices","2014","Refuse collection (COICOP 04.4.2)","Base 2015=100","100.1"
"Harmonised Index of Consumer Prices","2014","Sewerage collection (COICOP 04.4.3)","Base 2015=100","36.4"
"Harmonised Index of Consumer Prices","2014","Other services relating to the dwelling n.e.c. (COICOP 04.4.4)","Base 2015=100","100.7"
"Harmonised Index of Consumer Prices","2014","Electricity, gas and other fuels (COICOP 04.5)","Base 2015=100","105.2"
"Harmonised Index of Consumer Prices","2014","Electricity (COICOP 04.5.1)","Base 2015=100","100.2"
"Harmonised Index of Consumer Prices","2014","Gas (COICOP 04.5.2)","Base 2015=100","102.5"
"Harmonised Index of Consumer Prices","2014","Liquid fuels (COICOP 04.5.3)","Base 2015=100","126"
"Harmonised Index of Consumer Prices","2014","Solid fuels (COICOP 04.5.4)","Base 2015=100","97.2"
"Harmonised Index of Consumer Prices","2014","Heat energy (COICOP 04.5.5)","Base 2015=100",""
"Harmonised Index of Consumer Prices","2014","Furnishings, household equipment and routine household maintenance (COICOP 05)","Base 2015=100","102.4"
"Harmonised Index of Consumer Prices","2014","Furniture and furnishings, carpets and other floor coverings (COICOP 05.1)","Base 2015=100","106.2"
"Harmonised Index of Consumer Prices","2014","Furniture and furnishings (COICOP 05.1.1)","Base 2015=100","106.2"
"Harmonised Index of Consumer Prices","2014","Carpets and other floor coverings (COICOP 05.1.2)","Base 2015=100","101.2"
"Harmonised Index of Consumer Prices","2014","Repair of furniture, furnishings and floor coverings (COICOP 05.1.3)","Base 2015=100",""
"Harmonised Index of Consumer Prices","2014","Household textiles (COICOP 05.2)","Base 2015=100","103.7"
"Harmonised Index of Consumer Prices","2014","Household appliances (COICOP 05.3)","Base 2015=100","101.4"
"Harmonised Index of Consumer Prices","2014","Major household appliances whether electric or not and small electric household appliances (COICOP 05.3.1_2)","Base 2015=100","101.5"
"Harmonised Index of Consumer Prices","2014","Repair of household appliances (COICOP 05.3.3)","Base 2015=100","100"
"Harmonised Index of Consumer Prices","2014","Glassware, tableware and household utensils (COICOP 05.4)","Base 2015=100","103.3"
"Harmonised Index of Consumer Prices","2014","Tools and equipment for house and garden (COICOP 05.5)","Base 2015=100","104.1"
"Harmonised Index of Consumer Prices","2014","Goods and services for routine household maintenance (COICOP 05.6)","Base 2015=100","100.1"
"Harmonised Index of Consumer Prices","2014","Non-durable household goods (COICOP 05.6.1)","Base 2015=100","102.2"
"Harmonised Index of Consumer Prices","2014","Domestic services and household services (COICOP 05.6.2)","Base 2015=100","97.5"
"Harmonised Index of Consumer Prices","2014","Health (COICOP 06)","Base 2015=100","100"
"Harmonised Index of Consumer Prices","2014","Medical products, appliances and equipment (COICOP 06.1)","Base 2015=100","100.9"
"Harmonised Index of Consumer Prices","2014","Pharmaceutical products (COICOP 06.1.1)","Base 2015=100","101.2"
"Harmonised Index of Consumer Prices","2014","Other medical products, therapeutic appliances and equipment (COICOP 06.1.2_3)","Base 2015=100","99.6"
"Harmonised Index of Consumer Prices","2014","Out-patient services (COICOP 06.2)","Base 2015=100","99.5"
"Harmonised Index of Consumer Prices","2014","Medical services and paramedical services (COICOP 06.2.1_3)","Base 2015=100","99.4"
"Harmonised Index of Consumer Prices","2014","Dental services (COICOP 06.2.2)","Base 2015=100","99.8"
"Harmonised Index of Consumer Prices","2014","Hospital services (COICOP 06.3)","Base 2015=100","100"
"Harmonised Index of Consumer Prices","2014","Transport (COICOP 07)","Base 2015=100","105.5"
"Harmonised Index of Consumer Prices","2014","Purchase of vehicles (COICOP 07.1)","Base 2015=100","102.7"
"Harmonised Index of Consumer Prices","2014","Motor cars (COICOP 07.1.1)","Base 2015=100","102.8"
"Harmonised Index of Consumer Prices","2014","Motor cycles, bicycles and animal drawn vehicles (COICOP 07.1.2_3_4)","Base 2015=100","100.8"
"Harmonised Index of Consumer Prices","2014","Operation of personal transport equipment (COICOP 07.2)","Base 2015=100","109"
"Harmonised Index of Consumer Prices","2014","Spare parts and accessories for personal transport equipment (COICOP 07.2.1)","Base 2015=100","101.9"
"Harmonised Index of Consumer Prices","2014","Fuels and lubricants for personal transport equipment (COICOP 07.2.2)","Base 2015=100","112.3"
"Harmonised Index of Consumer Prices","2014","Maintenance and repair of personal transport equipment (COICOP 07.2.3)","Base 2015=100","100.2"
"Harmonised Index of Consumer Prices","2014","Other services in respect of personal transport equipment (COICOP 07.2.4)","Base 2015=100","100.1"
"Harmonised Index of Consumer Prices","2014","Transport services (COICOP 07.3)","Base 2015=100","99.3"
"Harmonised Index of Consumer Prices","2014","Passenger transport by railway (COICOP 07.3.1)","Base 2015=100","95.7"
"Harmonised Index of Consumer Prices","2014","Passenger transport by road (COICOP 07.3.2)","Base 2015=100","97.4"
"Harmonised Index of Consumer Prices","2014","Passenger transport by air (COICOP 07.3.3)","Base 2015=100","103.9"
"Harmonised Index of Consumer Prices","2014","Passenger transport by sea and inland waterway (COICOP 07.3.4)","Base 2015=100","98.8"
"Harmonised Index of Consumer Prices","2014","Combined passenger transport (COICOP 07.3.5)","Base 2015=100","98.2"
"Harmonised Index of Consumer Prices","2014","Other purchased transport services (COICOP 07.3.6)","Base 2015=100","95.9"
"Harmonised Index of Consumer Prices","2014","Communications (COICOP 08)","Base 2015=100","98.4"
"Harmonised Index of Consumer Prices","2014","Postal services (COICOP 08.1)","Base 2015=100","91.9"
"Harmonised Index of Consumer Prices","2014","Telephone and telefax equipment and services (COICOP 08.2_3)","Base 2015=100","98.7"
"Harmonised Index of Consumer Prices","2014","Recreation and culture (COICOP 09)","Base 2015=100","100.3"
"Harmonised Index of Consumer Prices","2014","Audio-visual, photographic and information processing equipment (COICOP 09.1)","Base 2015=100","109.6"
"Harmonised Index of Consumer Prices","2014","Equipment for the reception, recording and reproduction of sound and picture (COICOP 09.1.1)","Base 2015=100","108.5"
"Harmonised Index of Consumer Prices","2014","Photographic and cinematographic equipment and optical instruments (COICOP 09.1.2)","Base 2015=100",""
"Harmonised Index of Consumer Prices","2014","Information processing equipment (COICOP 09.1.3)","Base 2015=100","117.1"
"Harmonised Index of Consumer Prices","2014","Recording media (COICOP 09.1.4)","Base 2015=100","107.7"
"Harmonised Index of Consumer Prices","2014","Repair of audio-visual, photographic and information processing equipment (COICOP 09.1.5)","Base 2015=100","98.9"
"Harmonised Index of Consumer Prices","2014","Other major durables for recreation and culture (COICOP 09.2)","Base 2015=100","98.3"
"Harmonised Index of Consumer Prices","2014","Major durables for indoor and outdoor recreation including musical instruments (COICOP 09.2.1_2)","Base 2015=100","98.3"
"Harmonised Index of Consumer Prices","2014","Maintenance and repair of other major durables for recreation and culture (COICOP 09.2.3)","Base 2015=100",""
"Harmonised Index of Consumer Prices","2014","Other recreational items and equipment, gardens and pets (COICOP 09.3)","Base 2015=100","102.6"
"Harmonised Index of Consumer Prices","2014","Games, toys and hobbies (COICOP 09.3.1)","Base 2015=100","102.5"
"Harmonised Index of Consumer Prices","2014","Equipment for sport, camping and open-air recreation (COICOP 09.3.2)","Base 2015=100","105.3"
"Harmonised Index of Consumer Prices","2014","Gardens, plants and flowers (COICOP 09.3.3)","Base 2015=100","106.8"
"Harmonised Index of Consumer Prices","2014","Pets and related products; veterinary and other services for pets (COICOP 09.3.4_5)","Base 2015=100","100.4"
"Harmonised Index of Consumer Prices","2014","Recreational and cultural services (COICOP 09.4)","Base 2015=100","98"
"Harmonised Index of Consumer Prices","2014","Recreational and sporting services (COICOP 09.4.1)","Base 2015=100","98.2"
"Harmonised Index of Consumer Prices","2014","Cultural services (COICOP 09.4.2)","Base 2015=100","97.9"
"Harmonised Index of Consumer Prices","2014","Newspapers, books and stationery (COICOP 09.5)","Base 2015=100","97.7"
"Harmonised Index of Consumer Prices","2014","Books (COICOP 09.5.1)","Base 2015=100","95.4"
"Harmonised Index of Consumer Prices","2014","Newspapers and periodicals (COICOP 09.5.2)","Base 2015=100","98.4"
"Harmonised Index of Consumer Prices","2014","Miscellaneous printed matter; stationery and drawing materials (COICOP 09.5.3_4)","Base 2015=100","100.2"
"Harmonised Index of Consumer Prices","2014","Package holidays (COICOP 09.6)","Base 2015=100","100"
"Harmonised Index of Consumer Prices","2014","Education (COICOP 10)","Base 2015=100","95.5"
"Harmonised Index of Consumer Prices","2014","Restaurants and hotels (COICOP 11)","Base 2015=100","98.4"
"Harmonised Index of Consumer Prices","2014","Catering services (COICOP 11.1)","Base 2015=100","99.2"
"Harmonised Index of Consumer Prices","2014","Restaurants, cafes and the like (COICOP 11.1.1)","Base 2015=100","99.2"
