"Statistic Label","Year","Commodity Group","UNIT","VALUE"
"Harmonised Index of Consumer Prices","2025","Passenger transport by railway (COICOP 07.3.1)","Base 2015=100","85"
"Harmonised Index of Consumer Prices","2025","Passenger transport by road (COICOP 07.3.2)","Base 2015=100","85.5"
"Harmonised Index of Consumer Prices","2025","Passenger transport by air (COICOP 07.3.3)","Base 2015=100","110.8"
"Harmonised Index of Consumer Prices","2025","Passenger transport by sea and inland waterway (COICOP 07.3.4)","Base 2015=100","156.5"
"Harmonised Index of Consumer Prices","2025","Combined passenger transport (COICOP 07.3.5)","Base 2015=100","80.3"
"Harmonised Index of Consumer Prices","2025","Other purchased transport services (COICOP 07.3.6)","Base 2015=100","136"
"Harmonised Index of Consumer Prices","2025","Communications (COICOP 08)","Base 2015=100","92.3"
"Harmonised Index of Consumer Prices","2025","Postal services (COICOP 08.1)","Base 2015=100","163.9"
"Harmonised Index of Consumer Prices","2025","Telephone and telefax equipment and services (COICOP 08.2_3)","Base 2015=100","89.7"
"Harmonised Index of Consumer Prices","2025","Recreation and culture (COICOP 09)","Base 2015=100","117.3"
"Harmonised Index of Consumer Prices","2025","Audio-visual, photographic and information processing equipment (COICOP 09.1)","Base 2015=100","54.2"
"Harmonised Index of Consumer Prices","2025","Equipment for the reception, recording and reproduction of sound and picture (COICOP 09.1.1)","Base 2015=100","50.3"
"Harmonised Index of Consumer Prices","2025","Photographic and cinematographic equipment and optical instruments (COICOP 09.1.2)","Base 2015=100",""
"Harmonised Index of Consumer Prices","2025","Information processing equipment (COICOP 09.1.3)","Base 2015=100","23.3"
"Harmonised Index of Consumer Prices","2025","Recording media (COICOP 09.1.4)","Base 2015=100","104.5"
"Harmonised Index of Consumer Prices","2025","Repair of audio-visual, photographic and information processing equipment (COICOP 09.1.5)","Base 2015=100","103"
"Harmonised Index of Consumer Prices","2025","Other major durables for recreation and culture (COICOP 09.2)","Base 2015=100","98.9"
"Harmonised Index of Consumer Prices","2025","Major durables for indoor and outdoor recreation including musical instruments (COICOP 09.2.1_2)","Base 2015=100","98.9"
"Harmonised Index of Consumer Prices","2025","Maintenance and repair of other major durables for recreation and culture (COICOP 09.2.3)","Base 2015=100",""
"Harmonised Index of Consumer Prices","2025","Other recreational items and equipment, gardens and pets (COICOP 09.3)","Base 2015=100","78"
"Harmonised Index of Consumer Prices","2025","Games, toys and hobbies (COICOP 09.3.1)","Base 2015=100","54.9"
"Harmonised Index of Consumer Prices","2025","Equipment for sport, camping and open-air recreation (COICOP 09.3.2)","Base 2015=100","62.6"
"Harmonised Index of Consumer Prices","2025","Gardens, plants and flowers (COICOP 09.3.3)","Base 2015=100","73.3"
"Harmonised Index of Consumer Prices","2025","Pets and related products; veterinary and other services for pets (COICOP 09.3.4_5)","Base 2015=100","133.5"
"Harmonised Index of Consumer Prices","2025","Recreational and cultural services (COICOP 09.4)","Base 2015=100","126.7"
"Harmonised Index of Consumer Prices","2025","Recreational and sporting services (COICOP 09.4.1)","Base 2015=100","144.3"
"Harmonised Index of Consumer Prices","2025","Cultural services (COICOP 09.4.2)","Base 2015=100","112.6"
"Harmonised Index of Consumer Prices","2025","Newspapers, books and stationery (COICOP 09.5)","Base 2015=100","116.2"
"Harmonised Index of Consumer Prices","2025","Books (COICOP 09.5.1)","Base 2015=100","85.1"
"Harmonised Index of Consumer Prices","2025","Newspapers and periodicals (COICOP 09.5.2)","Base 2015=100","154.4"
"Harmonised Index of Consumer Prices","2025","Miscellaneous printed matter; stationery and drawing materials (COICOP 09.5.3_4)","Base 2015=100","99.1"
"Harmonised Index of Consumer Prices","2025","Package holidays (COICOP 09.6)","Base 2015=100","178.3"
"Harmonised Index of Consumer Prices","2025","Education (COICOP 10)","Base 2015=100","111.7"
"Harmonised Index of Consumer Prices","2025","Restaurants and hotels (COICOP 11)","Base 2015=100","141.1"
"Harmonised Index of Consumer Prices","2025","Catering services (COICOP 11.1)","Base 2015=100","139"
"Harmonised Index of Consumer Prices","2025","Restaurants, cafes and the like (COICOP 11.1.1)","Base 2015=100","139.4"
"Harmonised Index of Consumer Prices","2025","Canteens (COICOP 11.1.2)","Base 2015=100","130.1"
"Harmonised Index of Consumer Prices","2025","Accommodation services (COICOP 11.2)","Base 2015=100","164.4"
"Harmonised Index of Consumer Prices","2025","Miscellaneous goods and services (COICOP 12)","Base 2015=100","95.6"
"Harmonised Index of Consumer Prices","2025","Personal care (COICOP 12.1)","Base 2015=100","101.1"
"Harmonised Index of Consumer Prices","2025","Hairdressing salons and personal grooming establishments (COICOP 12.1.1)","Base 2015=100","139.1"
"Harmonised Index of Consumer Prices","2025","Electrical appliances for personal care; other appliances, articles and products for personal care (COICOP 12.1.2_3)","Base 2015=100","85.4"
"Harmonised Index of Consumer Prices","2025","Personal effects n.e.c. (COICOP 12.3)","Base 2015=100","49.2"
"Harmonised Index of Consumer Prices","2025","Jewellery, clocks and watches (COICOP 12.3.1)","Base 2015=100","49.8"
"Harmonised Index of Consumer Prices","2025","Other personal effects (COICOP 12.3.2)","Base 2015=100","50.9"
"Harmonised Index of Consumer Prices","2025","Social protection (COICOP 12.4)","Base 2015=100","78.2"
"Harmonised Index of Consumer Prices","2025","Insurance (COICOP 12.5)","Base 2015=100","133.6"
"Harmonised Index of Consumer Prices","2025","Insurance connected with the dwelling (COICOP 12.5.2)","Base 2015=100","100.6"
"Harmonised Index of Consumer Prices","2025","Insurance connected with health (COICOP 12.5.3)","Base 2015=100","152.5"
"Harmonised Index of Consumer Prices","2025","Insurance connected with transport (COICOP 12.5.4)","Base 2015=100","94.6"
"Harmonised Index of Consumer Prices","2025","Other insurance (COICOP 12.5.5)","Base 2015=100",""
"Harmonised Index of Consumer Prices","2025","Financial services n.e.c. (COICOP 12.6)","Base 2015=100","101.6"
"Harmonised Index of Consumer Prices","2025","Other services n.e.c. (COICOP 12.7)","Base 2015=100","114.1"
"Harmonised Index of Consumer Prices","2025","Unprocessed food","Base 2015=100","115"
"Harmonised Index of Consumer Prices","2025","Non-energy industrial goods","Base 2015=100","88.2"
"Harmonised Index of Consumer Prices","2025","Energy","Base 2015=100","153.8"
"Harmonised Index of Consumer Prices","2025","Energy and unprocessed food","Base 2015=100","140.2"
"Harmonised Index of Consumer Prices","2025","HICP All items excluding energy","Base 2015=100","119"
"Harmonised Index of Consumer Prices","2025","HICP All items excluding energy and unprocessed food","Base 2015=100","119.2"
"Harmonised Index of Consumer Prices","2025","HICP All items excluding housing, water, electricity, gas and other fuels","Base 2015=100","116.2"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2012","All-items HICP (COICOP 00)","%",""
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2012","Food and non-alcoholic beverages (COICOP 01)","%",""
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2012","Food (COICOP 01.1)","%",""
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2012","Bread and cereals (COICOP 01.1.1)","%",""
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2012","Meat (COICOP 01.1.2)","%",""
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2012","Fish and seafood (COICOP 01.1.3)","%",""
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2012","Milk, cheese and eggs (COICOP 01.1.4)","%",""
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2012","Oils and fats (COICOP 01.1.5)","%",""
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2012","Fruit (COICOP 01.1.6)","%",""
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2012","Vegetables (COICOP 01.1.7)","%",""
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2012","Sugar, jam, honey, chocolate and confectionery (COICOP 01.1.8)","%",""
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2012","Food products n.e.c. (COICOP 01.1.9)","%",""
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2012","Non-alcoholic beverages (COICOP 01.2)","%",""
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2012","Coffee, tea and cocoa (COICOP 01.2.1)","%",""
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2012","Mineral waters, soft drinks, fruit and vegetable juices (COICOP 01.2.2)","%",""
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2012","Alcoholic beverages, tobacco and narcotics (COICOP 02)","%",""
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2012","Alcoholic beverages (COICOP 02.1)","%",""
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2012","Spirits (COICOP 02.1.1)","%",""
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2012","Wine (COICOP 02.1.2)","%",""
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2012","Beer (COICOP 02.1.3)","%",""
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2012","Tobacco (COICOP 02.2)","%",""
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2012","Clothing and footwear (COICOP 03)","%",""
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2012","Clothing (COICOP 03.1)","%",""
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2012","Clothing materials (COICOP 03.1.1)","%",""
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2012","Garments (COICOP 03.1.2)","%",""
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2012","Other articles of clothing and clothing accessories (COICOP 03.1.3)","%",""
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2012","Cleaning, repair and hire of clothing (COICOP 03.1.4)","%",""
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2012","Footwear (COICOP 03.2)","%",""
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2012","Housing, water, electricity, gas and other fuels (COICOP 04)","%",""
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2012","Actual rentals for housing (COICOP 04.1)","%",""
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2012","Maintenance and repair of the dwelling (COICOP 04.3)","%",""
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2012","Materials for the maintenance and repair of the dwelling (COICOP 04.3.1)","%",""
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2012","Services for the maintenance and repair of the dwelling (COICOP 04.3.2)","%",""
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2012","Water supply and miscellaneous services relating to the dwelling (COICOP 04.4)","%",""
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2012","Water supply (COICOP 04.4.1)","%",""
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2012","Refuse collection (COICOP 04.4.2)","%",""
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2012","Sewerage collection (COICOP 04.4.3)","%",""
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2012","Other services relating to the dwelling n.e.c. (COICOP 04.4.4)","%",""
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2012","Electricity, gas and other fuels (COICOP 04.5)","%",""
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2012","Electricity (COICOP 04.5.1)","%",""
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2012","Gas (COICOP 04.5.2)","%",""
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2012","Liquid fuels (COICOP 04.5.3)","%",""
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2012","Solid fuels (COICOP 04.5.4)","%",""
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2012","Heat energy (COICOP 04.5.5)","%",""
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2012","Furnishings, household equipment and routine household maintenance (COICOP 05)","%",""
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2012","Furniture and furnishings, carpets and other floor coverings (COICOP 05.1)","%",""
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2012","Furniture and furnishings (COICOP 05.1.1)","%",""
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2012","Carpets and other floor coverings (COICOP 05.1.2)","%",""
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2012","Repair of furniture, furnishings and floor coverings (COICOP 05.1.3)","%",""
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2012","Household textiles (COICOP 05.2)","%",""
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2012","Household appliances (COICOP 05.3)","%",""
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2012","Major household appliances whether electric or not and small electric household appliances (COICOP 05.3.1_2)","%",""
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2012","Repair of household appliances (COICOP 05.3.3)","%",""
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2012","Glassware, tableware and household utensils (COICOP 05.4)","%",""
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2012","Tools and equipment for house and garden (COICOP 05.5)","%",""
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2012","Goods and services for routine household maintenance (COICOP 05.6)","%",""
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2012","Non-durable household goods (COICOP 05.6.1)","%",""
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2012","Domestic services and household services (COICOP 05.6.2)","%",""
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2012","Health (COICOP 06)","%",""
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2012","Medical products, appliances and equipment (COICOP 06.1)","%",""
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2012","Pharmaceutical products (COICOP 06.1.1)","%",""
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2012","Other medical products, therapeutic appliances and equipment (COICOP 06.1.2_3)","%",""
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2012","Out-patient services (COICOP 06.2)","%",""
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2012","Medical services and paramedical services (COICOP 06.2.1_3)","%",""
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2012","Dental services (COICOP 06.2.2)","%",""
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2012","Hospital services (COICOP 06.3)","%",""
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2012","Transport (COICOP 07)","%",""
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2012","Purchase of vehicles (COICOP 07.1)","%",""
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2012","Motor cars (COICOP 07.1.1)","%",""
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2012","Motor cycles, bicycles and animal drawn vehicles (COICOP 07.1.2_3_4)","%",""
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2012","Operation of personal transport equipment (COICOP 07.2)","%",""
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2012","Spare parts and accessories for personal transport equipment (COICOP 07.2.1)","%",""
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2012","Fuels and lubricants for personal transport equipment (COICOP 07.2.2)","%",""
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2012","Maintenance and repair of personal transport equipment (COICOP 07.2.3)","%",""
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2012","Other services in respect of personal transport equipment (COICOP 07.2.4)","%",""
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2012","Transport services (COICOP 07.3)","%",""
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2012","Passenger transport by railway (COICOP 07.3.1)","%",""
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2012","Passenger transport by road (COICOP 07.3.2)","%",""
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2012","Passenger transport by air (COICOP 07.3.3)","%",""
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2012","Passenger transport by sea and inland waterway (COICOP 07.3.4)","%",""
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2012","Combined passenger transport (COICOP 07.3.5)","%",""
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2012","Other purchased transport services (COICOP 07.3.6)","%",""
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2012","Communications (COICOP 08)","%",""
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2012","Postal services (COICOP 08.1)","%",""
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2012","Telephone and telefax equipment and services (COICOP 08.2_3)","%",""
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2012","Recreation and culture (COICOP 09)","%",""
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2012","Audio-visual, photographic and information processing equipment (COICOP 09.1)","%",""
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2012","Equipment for the reception, recording and reproduction of sound and picture (COICOP 09.1.1)","%",""
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2012","Photographic and cinematographic equipment and optical instruments (COICOP 09.1.2)","%",""
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2012","Information processing equipment (COICOP 09.1.3)","%",""
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2012","Recording media (COICOP 09.1.4)","%",""
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2012","Repair of audio-visual, photographic and information processing equipment (COICOP 09.1.5)","%",""
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2012","Other major durables for recreation and culture (COICOP 09.2)","%",""
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2012","Major durables for indoor and outdoor recreation including musical instruments (COICOP 09.2.1_2)","%",""
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2012","Maintenance and repair of other major durables for recreation and culture (COICOP 09.2.3)","%",""
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2012","Other recreational items and equipment, gardens and pets (COICOP 09.3)","%",""
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2012","Games, toys and hobbies (COICOP 09.3.1)","%",""
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2012","Equipment for sport, camping and open-air recreation (COICOP 09.3.2)","%",""
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2012","Gardens, plants and flowers (COICOP 09.3.3)","%",""
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2012","Pets and related products; veterinary and other services for pets (COICOP 09.3.4_5)","%",""
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2012","Recreational and cultural services (COICOP 09.4)","%",""
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2012","Recreational and sporting services (COICOP 09.4.1)","%",""
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2012","Cultural services (COICOP 09.4.2)","%",""
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2012","Newspapers, books and stationery (COICOP 09.5)","%",""
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2012","Books (COICOP 09.5.1)","%",""
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2012","Newspapers and periodicals (COICOP 09.5.2)","%",""
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2012","Miscellaneous printed matter; stationery and drawing materials (COICOP 09.5.3_4)","%",""
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2012","Package holidays (COICOP 09.6)","%",""
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2012","Education (COICOP 10)","%",""
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2012","Restaurants and hotels (COICOP 11)","%",""
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2012","Catering services (COICOP 11.1)","%",""
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2012","Restaurants, cafes and the like (COICOP 11.1.1)","%",""
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2012","Canteens (COICOP 11.1.2)","%",""
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2012","Accommodation services (COICOP 11.2)","%",""
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2012","Miscellaneous goods and services (COICOP 12)","%",""
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2012","Personal care (COICOP 12.1)","%",""
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2012","Hairdressing salons and personal grooming establishments (COICOP 12.1.1)","%",""
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2012","Electrical appliances for personal care; other appliances, articles and products for personal care (COICOP 12.1.2_3)","%",""
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2012","Personal effects n.e.c. (COICOP 12.3)","%",""
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2012","Jewellery, clocks and watches (COICOP 12.3.1)","%",""
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2012","Other personal effects (COICOP 12.3.2)","%",""
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2012","Social protection (COICOP 12.4)","%",""
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2012","Insurance (COICOP 12.5)","%",""
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2012","Insurance connected with the dwelling (COICOP 12.5.2)","%",""
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2012","Insurance connected with health (COICOP 12.5.3)","%",""
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2012","Insurance connected with transport (COICOP 12.5.4)","%",""
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2012","Other insurance (COICOP 12.5.5)","%",""
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2012","Financial services n.e.c. (COICOP 12.6)","%",""
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2012","Other services n.e.c. (COICOP 12.7)","%",""
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2012","Unprocessed food","%",""
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2012","Non-energy industrial goods","%",""
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2012","Energy","%",""
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2012","Energy and unprocessed food","%",""
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2012","HICP All items excluding energy","%",""
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2012","HICP All items excluding energy and unprocessed food","%",""
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2012","HICP All items excluding housing, water, electricity, gas and other fuels","%",""
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2013","All-items HICP (COICOP 00)","%","0.5"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2013","Food and non-alcoholic beverages (COICOP 01)","%","1.1"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2013","Food (COICOP 01.1)","%","1.2"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2013","Bread and cereals (COICOP 01.1.1)","%","0.6"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2013","Meat (COICOP 01.1.2)","%","1.7"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2013","Fish and seafood (COICOP 01.1.3)","%","2"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2013","Milk, cheese and eggs (COICOP 01.1.4)","%","0.6"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2013","Oils and fats (COICOP 01.1.5)","%","1.2"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2013","Fruit (COICOP 01.1.6)","%","-0.8"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2013","Vegetables (COICOP 01.1.7)","%","4.1"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2013","Sugar, jam, honey, chocolate and confectionery (COICOP 01.1.8)","%","-0.5"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2013","Food products n.e.c. (COICOP 01.1.9)","%","0.2"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2013","Non-alcoholic beverages (COICOP 01.2)","%","-0.3"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2013","Coffee, tea and cocoa (COICOP 01.2.1)","%","-0.7"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2013","Mineral waters, soft drinks, fruit and vegetable juices (COICOP 01.2.2)","%","-0.3"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2013","Alcoholic beverages, tobacco and narcotics (COICOP 02)","%","5.3"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2013","Alcoholic beverages (COICOP 02.1)","%","7.5"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2013","Spirits (COICOP 02.1.1)","%","7.9"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2013","Wine (COICOP 02.1.2)","%","9.2"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2013","Beer (COICOP 02.1.3)","%","4"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2013","Tobacco (COICOP 02.2)","%","3"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2013","Clothing and footwear (COICOP 03)","%","-3"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2013","Clothing (COICOP 03.1)","%","-2.4"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2013","Clothing materials (COICOP 03.1.1)","%",""
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2013","Garments (COICOP 03.1.2)","%","-2.4"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2013","Other articles of clothing and clothing accessories (COICOP 03.1.3)","%","-1"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2013","Cleaning, repair and hire of clothing (COICOP 03.1.4)","%","0.9"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2013","Footwear (COICOP 03.2)","%","-5.2"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2013","Housing, water, electricity, gas and other fuels (COICOP 04)","%","4"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2013","Actual rentals for housing (COICOP 04.1)","%","5.4"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2013","Maintenance and repair of the dwelling (COICOP 04.3)","%","-2.6"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2013","Materials for the maintenance and repair of the dwelling (COICOP 04.3.1)","%","-2.7"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2013","Services for the maintenance and repair of the dwelling (COICOP 04.3.2)","%","-2.2"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2013","Water supply and miscellaneous services relating to the dwelling (COICOP 04.4)","%","1.4"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2013","Water supply (COICOP 04.4.1)","%","0"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2013","Refuse collection (COICOP 04.4.2)","%","3.5"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2013","Sewerage collection (COICOP 04.4.3)","%","0"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2013","Other services relating to the dwelling n.e.c. (COICOP 04.4.4)","%","-3"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2013","Electricity, gas and other fuels (COICOP 04.5)","%","3.5"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2013","Electricity (COICOP 04.5.1)","%","5.6"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2013","Gas (COICOP 04.5.2)","%","6.7"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2013","Liquid fuels (COICOP 04.5.3)","%","-3.3"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2013","Solid fuels (COICOP 04.5.4)","%","3.8"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2013","Heat energy (COICOP 04.5.5)","%",""
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2013","Furnishings, household equipment and routine household maintenance (COICOP 05)","%","-3.6"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2013","Furniture and furnishings, carpets and other floor coverings (COICOP 05.1)","%","-7.6"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2013","Furniture and furnishings (COICOP 05.1.1)","%","-7.8"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2013","Carpets and other floor coverings (COICOP 05.1.2)","%","-2.4"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2013","Repair of furniture, furnishings and floor coverings (COICOP 05.1.3)","%",""
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2013","Household textiles (COICOP 05.2)","%","-6.5"
